2017-08-16T03:57:08.298237353Z,0001-01-01T00:00:00Z,8060928,209715200,8159232
2017-08-16T03:57:09.288790087Z,2017-08-16T03:57:08.298237353Z,74833920,209715200,74833920
2017-08-16T03:57:10.27734498Z,2017-08-16T03:57:09.288790087Z,92676096,209715200,92733440
2017-08-16T03:57:11.268120434Z,2017-08-16T03:57:10.27734498Z,92663808,209715200,92733440
2017-08-16T03:57:12.305088844Z,2017-08-16T03:57:11.268120434Z,100298752,209715200,100298752
2017-08-16T03:57:13.268186091Z,2017-08-16T03:57:12.305088844Z,102350848,209715200,102424576
2017-08-16T03:57:14.268040338Z,2017-08-16T03:57:13.268186091Z,106463232,209715200,106586112
2017-08-16T03:57:15.275440412Z,2017-08-16T03:57:14.268040338Z,106512384,209715200,106639360
2017-08-16T03:57:16.299121474Z,2017-08-16T03:57:15.275440412Z,106606592,209715200,106733568
2017-08-16T03:57:17.268061535Z,2017-08-16T03:57:16.299121474Z,106606592,209715200,106737664
2017-08-16T03:57:18.30405263Z,2017-08-16T03:57:17.268061535Z,106622976,209715200,106737664
2017-08-16T03:57:19.268118829Z,2017-08-16T03:57:18.30405263Z,106622976,209715200,106737664
2017-08-16T03:57:20.268154642Z,2017-08-16T03:57:19.268118829Z,106606592,209715200,106737664
2017-08-16T03:57:21.288178896Z,2017-08-16T03:57:20.268154642Z,106606592,209715200,106737664
2017-08-16T03:57:22.268128717Z,2017-08-16T03:57:21.288178896Z,106606592,209715200,106737664
2017-08-16T03:57:23.275218391Z,2017-08-16T03:57:22.268128717Z,106569728,209715200,106737664
2017-08-16T03:57:24.303897322Z,2017-08-16T03:57:23.275218391Z,106569728,209715200,106737664
2017-08-16T03:57:25.295120867Z,2017-08-16T03:57:24.303897322Z,106569728,209715200,106737664
2017-08-16T03:57:26.293581088Z,2017-08-16T03:57:25.295120867Z,106569728,209715200,106737664
2017-08-16T03:57:27.303974018Z,2017-08-16T03:57:26.293581088Z,106598400,209715200,106737664
2017-08-16T03:57:28.287321114Z,2017-08-16T03:57:27.303974018Z,106631168,209715200,106737664
2017-08-16T03:57:29.301886161Z,2017-08-16T03:57:28.287321114Z,106639360,209715200,106762240
2017-08-16T03:57:30.268156392Z,2017-08-16T03:57:29.301886161Z,106639360,209715200,106762240
2017-08-16T03:57:31.293067508Z,2017-08-16T03:57:30.268156392Z,106766336,209715200,106848256
2017-08-16T03:57:32.308430623Z,2017-08-16T03:57:31.293067508Z,106766336,209715200,106848256
2017-08-16T03:57:33.279332355Z,2017-08-16T03:57:32.308430623Z,106799104,209715200,106897408
2017-08-16T03:57:34.268148684Z,2017-08-16T03:57:33.279332355Z,107114496,209715200,107163648
2017-08-16T03:57:35.299508404Z,2017-08-16T03:57:34.268148684Z,107282432,209715200,107372544
2017-08-16T03:57:36.268176673Z,2017-08-16T03:57:35.299508404Z,108138496,209715200,108138496
2017-08-16T03:57:37.336725284Z,2017-08-16T03:57:36.268176673Z,108630016,209715200,108756992
2017-08-16T03:57:38.305674043Z,2017-08-16T03:57:37.336725284Z,108630016,209715200,108756992
2017-08-16T03:57:39.326481284Z,2017-08-16T03:57:38.305674043Z,108630016,209715200,108756992
2017-08-16T03:57:40.268634369Z,2017-08-16T03:57:39.326481284Z,108630016,209715200,108756992
2017-08-16T03:57:41.284135222Z,2017-08-16T03:57:40.268634369Z,108630016,209715200,108756992
2017-08-16T03:57:42.268129549Z,2017-08-16T03:57:41.284135222Z,108630016,209715200,108756992
2017-08-16T03:57:43.306835874Z,2017-08-16T03:57:42.268129549Z,109223936,209715200,109256704
2017-08-16T03:57:44.321778775Z,2017-08-16T03:57:43.306835874Z,109223936,209715200,109256704
2017-08-16T03:57:45.276332944Z,2017-08-16T03:57:44.321778775Z,109223936,209715200,109256704
